JobID,UserID,WindowID_left,Split_left,ApplicationDate,WindowID_right,Split_right,City,State,Country,ZipCode,DegreeType,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,User_Major_Cluster,User_Education_Work_Cluster,ClusterUser
1060485,22358,1,Train,2012-04-02 09:41:16.853,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
62246,22358,1,Train,2012-04-02 09:16:51.947,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
81144,22358,1,Train,2012-04-02 09:48:10.89,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
175133,22358,1,Train,2012-04-02 09:41:14.567,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
702760,22358,1,Train,2012-04-02 09:41:14.183,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
284510,22358,1,Train,2012-04-02 09:41:02.29,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
683917,22358,1,Train,2012-04-02 09:41:06.857,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
560006,22358,1,Train,2012-04-02 09:48:10.277,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
863663,22358,1,Train,2012-04-02 09:41:13.647,1,0,Riverdale,GA,US,30296,1,2,6.0,0,1,10,1,6,181
784744,22360,1,Train,2012-04-02 10:24:51.033,1,0,Watchung,NJ,US,07069,4,3,6.0,0,0,0,27,18,567
820780,22392,1,Train,2012-04-01 22:48:42.62,1,0,New York,NY,US,10013,6,2,5.0,1,0,0,2,5,152
634389,22393,1,Train,2012-04-02 14:39:21.337,1,0,Palm Bay,FL,US,32907,1,3,2.0,1,0,0,1,2,61
906961,22393,1,Train,2012-04-05 18:08:37.787,1,0,Palm Bay,FL,US,32907,1,3,2.0,1,0,0,1,2,61
338167,22396,1,Train,2012-04-09 01:06:14.783,1,0,La Grange,IL,US,60525,4,3,5.0,0,0,0,11,18,551
212089,22396,1,Train,2012-04-09 01:06:14.767,1,0,La Grange,IL,US,60525,4,3,5.0,0,0,0,11,18,551
14836,22445,1,Train,2012-04-05 15:25:49.93,1,0,Nashville,TN,US,37207,1,3,10.0,0,0,0,1,0,1
976380,22445,1,Train,2012-04-05 15:31:38.91,1,0,Nashville,TN,US,37207,1,3,10.0,0,0,0,1,0,1
772648,22445,1,Train,2012-04-09 18:08:03.827,1,0,Nashville,TN,US,37207,1,3,10.0,0,0,0,1,0,1
753050,22445,1,Train,2012-04-09 18:06:16.833,1,0,Nashville,TN,US,37207,1,3,10.0,0,0,0,1,0,1
958234,22478,1,Train,2012-04-09 15:08:42.043,1,0,Camarillo,CA,US,93010,1,1,8.0,0,0,0,1,15,451
166585,22478,1,Train,2012-04-09 15:10:19.21,1,0,Camarillo,CA,US,93010,1,1,8.0,0,0,0,1,15,451
188753,22525,1,Train,2012-04-09 19:45:31.977,1,0,Houston,TX,US,77084,3,2,6.0,0,1,5,2,6,182
583362,22607,1,Train,2012-04-09 19:58:07.657,1,0,Londonderry,NH,US,03053,0,2,2.0,0,0,0,2,15,452
449355,22679,1,Train,2012-04-17 21:57:57.19,1,0,Philadelphia,PA,US,19154,3,6,19.0,0,0,0,7,7,217
810114,22679,1,Train,2012-04-17 22:37:27.01,1,0,Philadelphia,PA,US,19154,3,6,19.0,0,0,0,7,7,217
878116,22687,1,Train,2012-04-09 14:46:31.177,1,0,Cincinnati,OH,US,45238,3,3,11.0,1,1,3,15,11,345
882259,22707,1,Train,2012-04-06 10:26:54.513,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
168760,22707,1,Train,2012-04-06 12:46:38.65,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
134693,22707,1,Train,2012-04-04 02:50:05.63,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
179295,22707,1,Train,2012-04-04 02:58:57.227,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
351265,22707,1,Train,2012-04-07 21:41:32.483,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
685673,22707,1,Train,2012-04-07 21:23:09.763,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
753015,22707,1,Train,2012-04-04 02:54:49.83,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
577064,22707,1,Train,2012-04-04 02:54:49.99,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
1007459,22707,1,Train,2012-04-07 21:00:27.387,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
870019,22707,1,Train,2012-04-04 02:54:49.96,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
153215,22707,1,Train,2012-04-04 02:54:50.57,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
28167,22707,1,Train,2012-04-04 02:54:50.067,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
1020950,22707,1,Train,2012-04-04 03:06:31.937,1,0,Tulsa,OK,US,74145,4,3,23.0,1,0,0,12,5,162
859840,22743,1,Train,2012-04-04 08:29:00.177,1,0,Phoenix,AZ,US,85040,0,4,12.0,0,0,0,2,0,2
5362,22743,1,Train,2012-04-03 14:03:10.663,1,0,Phoenix,AZ,US,85040,0,4,12.0,0,0,0,2,0,2
231075,22743,1,Train,2012-04-03 14:01:01.693,1,0,Phoenix,AZ,US,85040,0,4,12.0,0,0,0,2,0,2
533107,22772,1,Train,2012-04-02 20:19:15.88,1,0,Philadelphia,PA,US,19121,3,9,9.0,1,0,0,17,14,437
1739,22789,1,Train,2012-04-07 22:35:39.577,1,0,Hampton,VA,US,23666,4,4,18.0,1,1,30,9,11,339
601784,22789,1,Train,2012-04-07 22:33:37.193,1,0,Hampton,VA,US,23666,4,4,18.0,1,1,30,9,11,339
642863,22789,1,Train,2012-04-08 22:05:38.543,1,0,Hampton,VA,US,23666,4,4,18.0,1,1,30,9,11,339
601782,22789,1,Train,2012-04-07 22:35:39.54,1,0,Hampton,VA,US,23666,4,4,18.0,1,1,30,9,11,339
328050,22802,1,Train,2012-04-04 09:56:58.653,1,0,Oshkosh,WI,US,54901,4,5,5.0,0,1,4,17,6,197
1060842,22802,1,Train,2012-04-04 09:57:57.137,1,0,Oshkosh,WI,US,54901,4,5,5.0,0,1,4,17,6,197
766008,22802,1,Train,2012-04-19 16:42:02.81,1,0,Oshkosh,WI,US,54901,4,5,5.0,0,1,4,17,6,197
440243,22817,1,Train,2012-04-17 00:48:19.61,1,0,Bloomfield,NJ,US,07003,0,3,10.0,0,0,0,2,0,2
53351,22817,1,Train,2012-04-17 00:05:19.87,1,0,Bloomfield,NJ,US,07003,0,3,10.0,0,0,0,2,0,2
90751,22817,1,Train,2012-04-14 12:27:13.033,1,0,Bloomfield,NJ,US,07003,0,3,10.0,0,0,0,2,0,2
358280,22817,1,Train,2012-04-02 11:43:08.163,1,0,Bloomfield,NJ,US,07003,0,3,10.0,0,0,0,2,0,2
464859,22874,1,Train,2012-04-05 02:16:17.93,1,0,Panama City,FL,US,32405,1,4,2.0,0,0,0,2,0,2
1065755,22880,1,Train,2012-04-07 13:15:08.213,1,0,Taylor,MI,US,48180,3,4,16.0,1,1,25,3,11,333
379039,22880,1,Train,2012-04-02 15:09:04.453,1,0,Taylor,MI,US,48180,3,4,16.0,1,1,25,3,11,333
975723,22900,1,Train,2012-04-14 12:25:26.753,1,0,Philadelphia,PA,US,19143,0,3,2.0,1,0,0,2,2,62
630020,22911,1,Train,2012-04-04 12:46:55.193,1,0,Richmond,VT,US,05477,0,2,18.0,1,0,0,2,2,62
494703,22915,1,Train,2012-04-02 17:23:17.537,1,0,Willow Spring,NC,US,27592,1,2,13.0,0,0,0,2,0,2
558445,22915,1,Train,2012-04-02 17:20:40.963,1,0,Willow Spring,NC,US,27592,1,2,13.0,0,0,0,2,0,2
562320,22939,1,Train,2012-04-09 20:39:29.747,1,0,Fort Wayne,IN,US,46816,1,4,15.0,1,0,0,1,2,61
558344,22939,1,Train,2012-04-09 20:46:34.233,1,0,Fort Wayne,IN,US,46816,1,4,15.0,1,0,0,1,2,61
472907,22943,1,Train,2012-04-03 12:48:31.613,1,0,Austin,TX,US,78758,4,3,6.0,0,0,0,7,18,547
858871,22962,1,Train,2012-04-05 12:46:34.243,1,0,Carrier Mills,IL,US,62917,0,10,10.0,0,0,0,2,16,482
26001,22962,1,Train,2012-04-05 12:49:08.807,1,0,Carrier Mills,IL,US,62917,0,10,10.0,0,0,0,2,16,482
807810,22999,1,Train,2012-04-03 13:42:19.097,1,0,Spring,TX,US,77388,4,6,14.0,1,1,60,28,11,358
210814,22999,1,Train,2012-04-03 13:51:13.773,1,0,Spring,TX,US,77388,4,6,14.0,1,1,60,28,11,358
497882,23012,1,Train,2012-04-07 12:57:43.497,1,0,Chattanooga,TN,US,37406,4,10,19.0,0,0,0,8,10,308
787777,23012,1,Train,2012-04-09 14:45:44.077,1,0,Chattanooga,TN,US,37406,4,10,19.0,0,0,0,8,10,308
569914,23082,1,Train,2012-04-01 10:34:33.257,1,0,Orlando,FL,US,32824,3,4,18.0,1,0,0,2,5,152
776644,23125,1,Train,2012-04-19 23:13:32.873,1,0,Eldersburg,MD,US,21784,4,6,11.0,0,0,0,0,8,240
506280,23144,1,Train,2012-04-07 15:37:16.59,1,0,Rolla,MO,US,65401,6,5,7.0,0,0,0,24,8,264
522728,23144,1,Train,2012-04-07 15:37:49.717,1,0,Rolla,MO,US,65401,6,5,7.0,0,0,0,24,8,264
583190,23151,1,Train,2012-04-06 10:43:58.723,1,0,Fort Wayne,IN,US,46825,2,3,15.0,1,1,3,9,1,39
716923,23156,1,Train,2012-04-04 08:13:29.363,1,0,Warren,MI,US,48088,0,2,34.0,0,0,0,6,9,276
916995,23242,1,Train,2012-04-05 22:27:02,1,0,Longwood,FL,US,32750,5,6,8.0,1,1,3,17,11,347
986268,23242,1,Train,2012-04-05 22:25:42.103,1,0,Longwood,FL,US,32750,5,6,8.0,1,1,3,17,11,347
573862,23261,1,Train,2012-04-05 13:55:52.6,1,0,Memphis,TN,US,38128,1,7,33.0,1,1,13,1,19,571
525023,23269,1,Train,2012-04-02 21:19:48.85,1,0,Waterbury,CT,US,06708,1,3,2.0,0,0,0,1,0,1
442175,23296,1,Train,2012-04-06 23:02:02.227,1,0,Casa Grande,AZ,US,85122,3,10,22.0,1,0,0,4,14,424
890245,23300,1,Train,2012-04-05 14:45:44.687,1,0,Harvey,LA,US,70058,5,3,14.0,0,0,0,18,8,258
279071,23319,1,Train,2012-04-02 23:21:11.047,1,0,Tucson,AZ,US,85710,0,1,1.0,1,0,0,2,2,62
208576,23319,1,Train,2012-04-02 01:59:08.02,1,0,Tucson,AZ,US,85710,0,1,1.0,1,0,0,2,2,62
96066,23348,1,Train,2012-04-03 17:32:25.457,1,0,Covina,CA,US,91724,0,3,5.0,1,0,0,25,2,85
639962,23491,1,Train,2012-04-01 20:45:49.787,1,0,Philadelphia,PA,US,19120,0,8,8.0,1,0,0,9,4,129
80078,23491,1,Train,2012-04-01 20:47:46.3,1,0,Philadelphia,PA,US,19120,0,8,8.0,1,0,0,9,4,129
195916,23502,1,Train,2012-04-04 07:58:18.6,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
869669,23502,1,Train,2012-04-03 13:33:27.633,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
922397,23502,1,Train,2012-04-05 17:00:36.23,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
639243,23502,1,Train,2012-04-04 07:58:19.263,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
871065,23502,1,Train,2012-04-04 07:58:19.453,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
284099,23502,1,Train,2012-04-04 07:58:19.057,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
34569,23502,1,Train,2012-04-03 13:37:21.04,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
610518,23502,1,Train,2012-04-04 07:58:18.367,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
234921,23502,1,Train,2012-04-04 07:58:19.03,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
326489,23502,1,Train,2012-04-04 07:55:55.437,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
1095565,23502,1,Train,2012-04-04 07:58:18.6,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
782212,23502,1,Train,2012-04-04 07:58:18.503,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
326012,23502,1,Train,2012-04-04 07:58:18.23,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
638612,23502,1,Train,2012-04-04 07:58:17.593,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
1095548,23502,1,Train,2012-04-04 07:58:18.55,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
627297,23502,1,Train,2012-04-04 07:58:18.667,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
30908,23502,1,Train,2012-04-04 07:58:19.103,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
330697,23502,1,Train,2012-04-04 07:58:18.273,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
330690,23502,1,Train,2012-04-04 07:58:18.273,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
330692,23502,1,Train,2012-04-04 07:58:19.603,1,0,Wilmington,DE,US,19804,3,0,0.0,0,0,0,7,18,547
609336,23542,1,Train,2012-04-02 16:30:16.54,1,0,Meridian,ID,US,83642,1,4,4.0,0,0,0,1,0,1
962306,23549,1,Train,2012-04-04 10:27:52.3,1,0,Maspeth,NY,US,11378,4,4,13.0,0,0,0,8,8,248
66481,23578,1,Train,2012-04-05 20:22:52.96,1,0,Kingston,OH,US,45644,1,1,1.0,1,0,0,1,2,61
979124,23585,1,Train,2012-04-06 14:55:17.02,1,0,Boyce,VA,US,22620,4,1,1.0,0,1,10,2,6,182
932128,23585,1,Train,2012-04-06 14:55:17.223,1,0,Boyce,VA,US,22620,4,1,1.0,0,1,10,2,6,182
789991,23585,1,Train,2012-04-06 14:55:17.31,1,0,Boyce,VA,US,22620,4,1,1.0,0,1,10,2,6,182
964307,23599,1,Train,2012-04-02 19:51:45.93,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
639474,23599,1,Train,2012-04-02 19:51:46.12,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
476395,23599,1,Train,2012-04-02 19:51:44.277,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
1002782,23599,1,Train,2012-04-02 19:51:43.673,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
1023390,23599,1,Train,2012-04-02 19:51:44.863,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
312203,23599,1,Train,2012-04-02 19:51:44.953,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
331296,23599,1,Train,2012-04-02 19:51:45.243,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
27726,23599,1,Train,2012-04-02 19:51:46.29,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
283111,23599,1,Train,2012-04-02 19:51:46.49,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
631301,23599,1,Train,2012-04-02 19:51:46.6,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
210482,23599,1,Train,2012-04-02 19:51:44.87,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
31496,23599,1,Train,2012-04-02 19:51:45.133,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
200446,23599,1,Train,2012-04-02 19:51:45.967,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
959549,23599,1,Train,2012-04-02 19:51:46.59,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
631316,23599,1,Train,2012-04-02 19:51:43.11,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
191629,23599,1,Train,2012-04-02 19:51:42.63,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
873286,23599,1,Train,2012-04-02 19:51:46.197,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
879738,23599,1,Train,2012-04-02 19:51:42.483,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
970344,23599,1,Train,2012-04-02 19:51:46.173,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
528725,23599,1,Train,2012-04-02 19:51:45.593,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
398146,23599,1,Train,2012-04-02 19:51:46.093,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
180152,23599,1,Train,2012-04-02 19:51:45.64,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
790763,23599,1,Train,2012-04-02 19:51:44.763,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
540322,23599,1,Train,2012-04-02 19:51:44.847,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
631216,23599,1,Train,2012-04-02 19:51:46.077,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
331253,23599,1,Train,2012-04-02 19:51:44.637,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
964306,23599,1,Train,2012-04-02 19:51:46.227,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
842303,23599,1,Train,2012-04-02 19:51:46.163,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
1014055,23599,1,Train,2012-04-02 19:51:45.14,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
263529,23599,1,Train,2012-04-02 19:51:45.12,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
430387,23599,1,Train,2012-04-02 19:51:41.303,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
631237,23599,1,Train,2012-04-02 19:51:46.023,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
801566,23599,1,Train,2012-04-02 19:51:42.163,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
814969,23599,1,Train,2012-04-02 19:51:45.28,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
214688,23599,1,Train,2012-04-02 19:51:44.873,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
876886,23599,1,Train,2012-04-02 19:51:44.713,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
510968,23599,1,Train,2012-04-02 19:51:45.003,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
625121,23599,1,Train,2012-04-02 19:51:45.04,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
751961,23599,1,Train,2012-04-02 19:51:46.07,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
381421,23599,1,Train,2012-04-02 19:51:44.957,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
922828,23599,1,Train,2012-04-02 19:51:46.617,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
585792,23599,1,Train,2012-04-02 19:51:45.78,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
802165,23599,1,Train,2012-04-02 19:51:46.4,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
934318,23599,1,Train,2012-04-02 19:51:42.71,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
886994,23599,1,Train,2012-04-02 19:45:52.677,1,0,Maricopa,AZ,US,85138,1,3,12.0,1,0,0,1,2,61
311713,23602,1,Train,2012-04-02 13:51:02.71,1,0,Saint Cloud,MN,US,56301,0,2,14.0,1,0,0,2,2,62
1025694,23640,1,Train,2012-04-06 13:26:28.53,1,0,Rolling Meadows,IL,US,60008,1,4,6.0,0,0,0,1,0,1
68144,23692,1,Test,2012-04-03 08:48:16.587,1,1,Tulsa,OK,US,74126,0,5,4.0,0,0,0,2,0,2
821659,23692,1,Test,2012-04-03 08:35:54.117,1,1,Tulsa,OK,US,74126,0,5,4.0,0,0,0,2,0,2
811249,23692,1,Test,2012-04-03 08:47:42.583,1,1,Tulsa,OK,US,74126,0,5,4.0,0,0,0,2,0,2
581200,23722,1,Train,2012-04-06 16:03:55.033,1,0,Lexington,MA,US,02421,5,5,23.0,1,0,0,20,14,440
1101979,23744,1,Train,2012-04-01 12:12:54.72,1,0,Baton Rouge,LA,US,70806,0,4,10.0,1,0,0,4,2,64
1009053,23753,1,Train,2012-04-07 21:08:11.23,1,0,Franklin,OH,US,45005,3,7,13.0,0,0,0,9,10,309
219944,23753,1,Train,2012-04-17 16:58:41.083,1,0,Franklin,OH,US,45005,3,7,13.0,0,0,0,9,10,309
692311,23753,1,Train,2012-04-04 21:05:53.623,1,0,Franklin,OH,US,45005,3,7,13.0,0,0,0,9,10,309
917624,23753,1,Train,2012-04-07 21:09:34.297,1,0,Franklin,OH,US,45005,3,7,13.0,0,0,0,9,10,309
975723,23762,1,Train,2012-04-01 21:56:13.863,1,0,Pennsauken,NJ,US,08109,0,1,6.0,1,0,0,2,2,62
885226,23762,1,Train,2012-04-02 22:30:03.373,1,0,Pennsauken,NJ,US,08109,0,1,6.0,1,0,0,2,2,62
882575,23765,1,Train,2012-04-08 12:09:57.817,1,0,Brooklyn,NY,US,11205,0,4,26.0,0,0,0,2,9,272
282998,23765,1,Train,2012-04-01 12:11:27.34,1,0,Brooklyn,NY,US,11205,0,4,26.0,0,0,0,2,9,272
469371,23765,1,Train,2012-04-08 12:09:20.967,1,0,Brooklyn,NY,US,11205,0,4,26.0,0,0,0,2,9,272
364697,23765,1,Train,2012-04-08 11:16:42.66,1,0,Brooklyn,NY,US,11205,0,4,26.0,0,0,0,2,9,272
168677,23914,1,Train,2012-04-05 16:56:34.54,1,0,Camden,NJ,US,08104,0,1,0.0,0,0,0,2,15,452
253916,23914,1,Train,2012-04-05 16:46:04.657,1,0,Camden,NJ,US,08104,0,1,0.0,0,0,0,2,15,452
295997,23914,1,Train,2012-04-05 16:43:06.85,1,0,Camden,NJ,US,08104,0,1,0.0,0,0,0,2,15,452
576384,23918,1,Test,2012-04-14 17:16:09.887,1,1,Detroit,MI,US,48208,1,4,8.0,1,0,0,1,2,61
23467,23918,1,Test,2012-04-14 22:59:02.27,1,1,Detroit,MI,US,48208,1,4,8.0,1,0,0,1,2,61
261465,23918,1,Test,2012-04-14 22:56:12.007,1,1,Detroit,MI,US,48208,1,4,8.0,1,0,0,1,2,61
303372,23919,1,Train,2012-04-03 23:27:12.807,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
1096450,23919,1,Train,2012-04-03 23:21:00.06,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
634328,23919,1,Train,2012-04-03 23:27:10.7,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
133857,23919,1,Train,2012-04-03 23:20:56.65,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
480204,23919,1,Train,2012-04-03 23:27:07.767,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
317924,23919,1,Train,2012-04-03 23:27:10.857,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
574871,23919,1,Train,2012-04-03 23:27:14.38,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
522015,23919,1,Train,2012-04-03 23:27:16.143,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
464882,23919,1,Train,2012-04-03 23:27:08.593,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
497268,23919,1,Train,2012-04-03 23:27:14.963,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
328712,23919,1,Train,2012-04-03 23:27:13.317,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
39306,23919,1,Train,2012-04-03 23:27:10.153,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
74863,23919,1,Train,2012-04-03 23:27:15.95,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
179903,23919,1,Train,2012-04-03 23:27:05.75,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
951395,23919,1,Train,2012-04-03 23:27:16.713,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
480188,23919,1,Train,2012-04-03 23:27:16.163,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
628758,23919,1,Train,2012-04-03 23:27:15.687,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
1113560,23919,1,Train,2012-04-03 23:27:15.06,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
563183,23919,1,Train,2012-04-03 23:27:06.457,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
430563,23919,1,Train,2012-04-03 23:27:06.453,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
764663,23919,1,Train,2012-04-03 23:27:15.523,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
459371,23919,1,Train,2012-04-03 23:27:12.053,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
459372,23919,1,Train,2012-04-03 23:27:05.607,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
560787,23919,1,Train,2012-04-03 23:27:08.633,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
555267,23919,1,Train,2012-04-03 23:20:56.377,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
785566,23919,1,Train,2012-04-03 23:19:04.51,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
697828,23919,1,Train,2012-04-03 23:27:16.39,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
928142,23919,1,Train,2012-04-03 23:27:15.483,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
495588,23919,1,Train,2012-04-03 23:27:14.507,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
1110933,23919,1,Train,2012-04-03 23:27:13.603,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
920976,23919,1,Train,2012-04-03 23:27:16.383,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
628736,23919,1,Train,2012-04-03 23:27:14.303,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
175511,23919,1,Train,2012-04-03 23:27:08.887,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
1019604,23919,1,Train,2012-04-03 23:20:56.55,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
920975,23919,1,Train,2012-04-03 23:24:15.033,1,0,Nashville,TN,US,37206,1,2,1.0,1,0,0,9,2,69
